samples,data,cell.type,condition,duration,Gene,quantile
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,PHGDH,0.8931634284606812
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,PHYH,0.8408353117883618
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,PNPO,0.02538882697805126
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,PSAT1,0.555453268084694
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,PSPH,0.19138524153302
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,RNF26,0.13963854837928194
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,SBK1,0.661805320025195
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,SDHA,0.6805077765395611
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,SFTPD,0.5648529483017588
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,SLC25A10,0.1322738504772518
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,SLC26A10,0.7024080624061243
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,SLC7A6,0.16517273123697854
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,SQOR,0.9897281845050633
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,TDRD15,NA
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,TMLHE,0.8653520034885411
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,TPI1,0.9931682736566694
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,TST,0.8948592470565434
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,UNKL,0.08726197974708078
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,WNT4,0.6487232908571152
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,ZACN,0.47860845971219534
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,ACSF3,0.2463230111366947
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,ACSS2,0.23622010243879518
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,ADAM11,0.4424134204219726
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,ALDOA,0.8328086086180161
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,ATXN1L,0.3333959870306846
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,BAZ2B,0.9790893285089987
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,BTBD17,NA
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,CBS,0.10610403646445186
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,CDO1,0.26042009304074054
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,CLUAP1,0.679432357501997
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,COLQ,0.8231756026502514
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,CRISP2,NA
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,CTSB,0.19444574972980594
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,DRAM2,0.9449743903012077
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,DUSP11,0.3006907570132982
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,EEF2K,0.17433391288003383
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,EGLN2,0.1138104412386636
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,ENDOU,NA
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,ENO4,0.6038250082232978
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,ETHE1,0.17903294018138247
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,FAM162B,0.2967435740801654
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,FAXC,0.2980123114515295
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,FRY,0.2347634039753771
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,FUT5,NA
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,GALE,0.08434754005920775
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,GAPDH,0.667449837883558
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,GBE1,0.9716648653728678
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,GLUL,0.1001832620647526
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,HAO2,0.5139326159484987
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,HDAC3,0.1165358770734458
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,HIGD2B,0.4091912974014379
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,HPGDS,NA
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,KATNAL1,0.9044687749635826
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,KDM1A,0.13448616136459754
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,KDM4A,0.10850054038813965
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,KMT5A,0.2872045486584277
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,LDHA,0.9407452657299938
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,LMF1,0.44551477844086274
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,LPGAT1,0.7139702081669095
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,MARCO,NA
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,MCEE,0.8976081951036136
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,MDH1,0.15417508575724825
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,MDH2,0.09294676002067571
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,NADK2,0.9221841078896669
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,NDRG1,0.9442225459329918
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,NFE2L1,0.3281330764531742
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,NFYA,0.27169775856397727
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,NR5A2,0.48508058831821815
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,NT5C3A,0.9572858418307411
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,OSGIN1,0.02617358206851182
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,OVCH2,0.5139326159484987
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,P4HA3,0.424275175038767
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,PCCA,0.6078191814294441
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,PCCB,0.020910671491001363
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,PCK2,0.6052347164137024
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,PHGDH,0.021474554767163197
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,PHYH,0.33151637611014517
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,PNPO,0.039847751515436305
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,PSAT1,0.007847375593252198
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,PSPH,0.10821859875005874
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,RNF26,0.0722240496217283
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,SBK1,0.6517550866970537
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,SDHA,0.14566984634180724
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,SFTPD,0.6480898454020018
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,SLC25A10,0.005779803580658804
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,SLC26A10,0.7013298247262817
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,SLC7A6,0.1052582115502091
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,SQOR,0.8952586814529392
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,TDRD15,NA
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,TMLHE,0.72745641652178
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,TPI1,0.8120858982190686
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,TST,0.08533433579249096
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,UNKL,0.2194445749729806
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,WNT4,0.5562238616606362
GSE107029_Endothelial cells_0.2% O2_24h,GSE107029,Endothelial cells,0.2% O2,24h,ZACN,0.3731027677270805
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,ACSF3,0.1023551497568052
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,ACSS2,0.9908695281167335
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,ADAM11,0.06625991978837785
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,ALDOA,0.9742725488522912
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,ATXN1L,0.42281764655687343
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,BAZ2B,0.21815001279972693
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,BTBD17,0.001962624797337657
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,CBS,0.07765167676422903
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,CDO1,0.015573001109309668
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,CLUAP1,0.343118013482379
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,COLQ,0.2136701083710214
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,CRISP2,NA
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,CTSB,0.8244304121512075
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,DRAM2,0.8525044799044287
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,DUSP11,0.7548852291151122
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,EEF2K,0.017620957419575048
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,EGLN2,0.8582643570270501
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,ENDOU,0.2072702449014421
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,ENO4,NA
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,ETHE1,0.9582728901783428
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,FAM162B,NA
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,FAXC,0.035369912108541686
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,FRY,0.3559604061780015
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,FUT5,0.7563358648348836
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,GALE,0.3004522570185169
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,GAPDH,0.9878402594077993
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,GBE1,0.9927041556446796
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,GLUL,0.37114941547913644
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,HAO2,0.44082259578462324
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,HDAC3,0.8906050004266576
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,HIGD2B,0.7674716272719515
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,HPGDS,0.6145575561054698
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,KATNAL1,0.8674374946667804
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,KDM1A,0.7007423841624713
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,KDM4A,0.08059561396023551
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,KMT5A,0.3021588872770714
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,LDHA,0.9380919873709361
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,LMF1,0.6666951105043093
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,LPGAT1,0.14655687345336632
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,MARCO,0.22864578888983703
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,MCEE,0.6111442955883608
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,MDH1,0.8007082515573001
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,MDH2,0.8943595869954775
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,NADK2,0.658716614045567
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,NDRG1,0.9978667121768069
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,NFE2L1,0.8300622920044373
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,NFYA,0.8778906050004267
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,NR5A2,0.7135847768580937
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,NT5C3A,0.896663537844526
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,OSGIN1,0.8865090878061268
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,OVCH2,NA
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,P4HA3,0.5285007253178599
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,PCCA,0.2763887703728987
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,PCCB,0.8273743493472139
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,PCK2,0.37656796655004693
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,PHGDH,0.2524959467531359
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,PHYH,0.14638621042751088
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,PNPO,0.11425889581022272
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,PSAT1,0.08968342008703814
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,PSPH,0.2745968086014165
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,RNF26,0.7679836163495178
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,SBK1,0.38702107688369314
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,SDHA,0.8797252325283728
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,SFTPD,0.3911596552606878
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,SLC25A10,0.044457718235344314
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,SLC26A10,0.3406860653639389
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,SLC7A6,0.05286287225872515
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,SQOR,0.9853656455328953
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,TDRD15,NA
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,TMLHE,0.9345933953408994
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,TPI1,0.9605768410273914
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,TST,0.1977984469664647
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,UNKL,0.45895554228176466
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,WNT4,0.710086184828057
GSE108013_primary cell line-Brain tumor_3% O2_unknown,GSE108013,primary cell line-Brain tumor,3% O2,unknown,ZACN,0.03152999402679409
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,ACSF3,0.8847501961810097
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,ACSS2,0.03191211090766414
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,ADAM11,0.3955009155113785
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,ALDOA,0.9300026157467957
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,ATXN1L,0.7867120062777924
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,BAZ2B,0.13921004446769553
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,BTBD17,NA
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,CBS,0.036777399947685065
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,CDO1,0.367093905309966
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,CLUAP1,0.3950300810881507
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,COLQ,0.3405702328014648
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,CRISP2,NA
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,CTSB,0.01626994506931729
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,DRAM2,0.0792048129741041
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,DUSP11,0.6875228877844625
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,EEF2K,0.8528904002092598
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,EGLN2,0.7574156421658383
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,ENDOU,0.20104629871828408
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,ENO4,0.33518179440230184
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,ETHE1,0.02328014648182056
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,FAM162B,0.8843839916296102
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,FAXC,0.9807481035835731
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,FRY,0.0790478681663615
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,FUT5,NA
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,GALE,0.8756997122678525
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,GAPDH,0.9409364373528643
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,GBE1,0.9439707036358881
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,GLUL,0.05283808527334554
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,HAO2,0.3833638503792833
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,HDAC3,0.7716453047345017
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,HIGD2B,0.4191995814805127
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,HPGDS,NA
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,KATNAL1,0.9861888569186503
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,KDM1A,0.7554276746010986
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,KDM4A,0.23029034789432382
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,KMT5A,0.9247188072194612
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,LDHA,0.9898509024326445
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,LMF1,0.07271776092074288
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,LPGAT1,0.6733455401517133
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,MARCO,NA
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,MCEE,0.10918127125294272
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,MDH1,0.7514517394716191
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,MDH2,0.25571540674862675
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,NADK2,0.9329322521579911
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,NDRG1,0.9050483913157207
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,NFE2L1,0.06199319905833115
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,NFYA,0.8980381899032174
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,NR5A2,0.31744703112738687
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,NT5C3A,0.7005493068270991
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,OSGIN1,0.08898770599006016
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,OVCH2,0.9972273083965472
GSE109367_HTERT_3% O2_unknown,GSE109367,HTERT,3% O2,unknown,P4HA3,0.8902955793879153
