"","gene","TF","Hits"
"12044","set-1","400-CES-1",0
"12045","set-1","400-CEY-2",1
"12046","set-1","400-DAF-16",3
"12047","set-1","400-DPL-1",1
"12048","set-1","400-DUXL-1",0
"12049","set-1","400-DVE-1",1
"12050","set-1","400-EGL-27",0
"12051","set-1","400-F10B5.3",0
"12052","set-1","400-F37D6.2",0
"12053","set-1","400-F45C12.2",0
"12054","set-1","400-F49E8.2",0
"12055","set-1","400-FKH-10",0
"12056","set-1","400-FOS-1",0
"12057","set-1","400-HLH-30",1
"12058","set-1","400-LIN-13",1
"12059","set-1","400-LIN-15B",0
"12060","set-1","400-LIN-39",0
"12061","set-1","400-LIR-3",0
"12062","set-1","400-LSY-2",1
"12063","set-1","400-MDL-1",2
"12064","set-1","400-MEP-1",1
"12065","set-1","400-NHR-10",0
"12066","set-1","400-NHR-102",1
"12067","set-1","400-NHR-11",1
"12068","set-1","400-NHR-116",0
"12069","set-1","400-NHR-237",0
"12070","set-1","400-NHR-25",0
"12071","set-1","400-NHR-28",1
"12072","set-1","400-NHR-48",1
"12073","set-1","400-NHR-6",1
"12074","set-1","400-NHR-76",0
"12075","set-1","400-NHR-77",1
"12076","set-1","400-PHA-4",0
"12077","set-1","400-PQM-1",0
"12078","set-1","400-R02D3.7",0
"12079","set-1","400-R06F6.6",0
"12080","set-1","400-RBR-2",0
"12081","set-1","400-SKN-1",0
"12082","set-1","400-SNPC-4",0
"12083","set-1","400-SPR-1",0
"12084","set-1","400-UNC-130",0
"12085","set-1","400-UNC-39",0
"12086","set-1","400-UNC-62",0
"12087","set-1","400-ZAG-1",0
"12088","set-1","400-ZFP-2",0
"12089","set-1","400-ZIP-2",0
"12090","set-1","400-ZK546.5",0
"12091","set-1","400-ZTF-11",0
"12092","set-1","400-ZTF-7",0
"12093","set-1","Total Instances of TFs binding within 1000",20
"12094","set-1","Total Instances of TFs binding within 400bp",20
"12095","set-1","Total number of TFs binding within 1000 bp of peak",17
"12096","set-1","Total number of TFs bound",17
"12097","skn-1","1k-43252",0
"12098","skn-1","1k-AHA-1",1
"12099","skn-1","1k-C05D10.1",0
"12100","skn-1","1k-CEH-32",0
"12101","skn-1","1k-CEH-38",0
"12102","skn-1","1k-CES-1",0
"12103","skn-1","1k-CEY-2",0
"12104","skn-1","1k-DAF-16",1
"12105","skn-1","1k-DPL-1",1
"12106","skn-1","1k-DUXL-1",0
"12107","skn-1","1k-DVE-1",1
"12108","skn-1","1k-EGL-27",0
"12109","skn-1","1k-F10B5.3",0
"12110","skn-1","1k-F37D6.2",0
"12111","skn-1","1k-F45C12.2",0
"12112","skn-1","1k-F49E8.2",0
"12113","skn-1","1k-FKH-10",0
"12114","skn-1","1k-FOS-1",0
"12115","skn-1","1k-HLH-30",1
"12116","skn-1","1k-LIN-13",1
"12117","skn-1","1k-LIN-15B",0
"12118","skn-1","1k-LIN-39",0
"12119","skn-1","1k-LIR-3",0
"12120","skn-1","1k-LSY-2",1
"12121","skn-1","1k-MDL-1",1
"12122","skn-1","1k-MEP-1",1
"12123","skn-1","1k-NHR-10",1
"12124","skn-1","1k-NHR-102",0
"12125","skn-1","1k-NHR-11",1
"12126","skn-1","1k-NHR-116",0
"12127","skn-1","1k-NHR-237",0
"12128","skn-1","1k-NHR-25",0
"12129","skn-1","1k-NHR-28",1
"12130","skn-1","1k-NHR-48",1
"12131","skn-1","1k-NHR-6",0
"12132","skn-1","1k-NHR-76",0
"12133","skn-1","1k-NHR-77",1
"12134","skn-1","1k-PHA-4",0
"12135","skn-1","1k-PQM-1",0
"12136","skn-1","1k-R02D3.7",0
"12137","skn-1","1k-R06F6.6",0
"12138","skn-1","1k-RBR-2",1
"12139","skn-1","1k-SKN-1",0
"12140","skn-1","1k-SNPC-4",0
"12141","skn-1","1k-SPR-1",1
"12142","skn-1","1k-UNC-130",0
"12143","skn-1","1k-UNC-39",0
"12144","skn-1","1k-UNC-62",0
"12145","skn-1","1k-ZAG-1",0
"12146","skn-1","1k-ZFP-2",0
"12147","skn-1","1k-ZIP-2",0
"12148","skn-1","1k-ZK546.5",0
"12149","skn-1","1k-ZTF-11",0
"12150","skn-1","1k-ZTF-7",0
"12151","skn-1","400-43252",0
"12152","skn-1","400-AHA-1",1
"12153","skn-1","400-C05D10.1",0
"12154","skn-1","400-CEH-32",0
"12155","skn-1","400-CEH-38",0
"12156","skn-1","400-CES-1",0
"12157","skn-1","400-CEY-2",0
"12158","skn-1","400-DAF-16",1
"12159","skn-1","400-DPL-1",1
"12160","skn-1","400-DUXL-1",0
"12161","skn-1","400-DVE-1",1
"12162","skn-1","400-EGL-27",0
"12163","skn-1","400-F10B5.3",0
"12164","skn-1","400-F37D6.2",0
"12165","skn-1","400-F45C12.2",0
"12166","skn-1","400-F49E8.2",0
"12167","skn-1","400-FKH-10",0
"12168","skn-1","400-FOS-1",0
"12169","skn-1","400-HLH-30",1
"12170","skn-1","400-LIN-13",1
"12171","skn-1","400-LIN-15B",0
"12172","skn-1","400-LIN-39",0
"12173","skn-1","400-LIR-3",0
"12174","skn-1","400-LSY-2",1
"12175","skn-1","400-MDL-1",1
"12176","skn-1","400-MEP-1",1
"12177","skn-1","400-NHR-10",1
"12178","skn-1","400-NHR-102",0
"12179","skn-1","400-NHR-11",1
"12180","skn-1","400-NHR-116",0
"12181","skn-1","400-NHR-237",0
"12182","skn-1","400-NHR-25",0
"12183","skn-1","400-NHR-28",1
"12184","skn-1","400-NHR-48",1
"12185","skn-1","400-NHR-6",0
"12186","skn-1","400-NHR-76",0
"12187","skn-1","400-NHR-77",1
"12188","skn-1","400-PHA-4",0
"12189","skn-1","400-PQM-1",0
"12190","skn-1","400-R02D3.7",0
"12191","skn-1","400-R06F6.6",0
"12192","skn-1","400-RBR-2",1
"12193","skn-1","400-SKN-1",0
"12194","skn-1","400-SNPC-4",0
"12195","skn-1","400-SPR-1",1
"12196","skn-1","400-UNC-130",0
"12197","skn-1","400-UNC-39",0
"12198","skn-1","400-UNC-62",0
"12199","skn-1","400-ZAG-1",0
"12200","skn-1","400-ZFP-2",0
"12201","skn-1","400-ZIP-2",0
"12202","skn-1","400-ZK546.5",0
"12203","skn-1","400-ZTF-11",0
"12204","skn-1","400-ZTF-7",0
"12205","skn-1","Total Instances of TFs binding within 1000",16
"12206","skn-1","Total Instances of TFs binding within 400bp",16
"12207","skn-1","Total number of TFs binding within 1000 bp of peak",16
"12208","skn-1","Total number of TFs bound",16
"12209","skr-10","1k-43252",0
"12210","skr-10","1k-AHA-1",0
"12211","skr-10","1k-C05D10.1",0
"12212","skr-10","1k-CEH-32",0
"12213","skr-10","1k-CEH-38",0
"12214","skr-10","1k-CES-1",0
"12215","skr-10","1k-CEY-2",0
"12216","skr-10","1k-DAF-16",4
"12217","skr-10","1k-DPL-1",0
"12218","skr-10","1k-DUXL-1",0
"12219","skr-10","1k-DVE-1",1
"12220","skr-10","1k-EGL-27",0
"12221","skr-10","1k-F10B5.3",0
"12222","skr-10","1k-F37D6.2",0
"12223","skr-10","1k-F45C12.2",0
"12224","skr-10","1k-F49E8.2",1
"12225","skr-10","1k-FKH-10",0
"12226","skr-10","1k-FOS-1",0
"12227","skr-10","1k-HLH-30",1
"12228","skr-10","1k-LIN-13",0
"12229","skr-10","1k-LIN-15B",0
"12230","skr-10","1k-LIN-39",0
"12231","skr-10","1k-LIR-3",1
"12232","skr-10","1k-LSY-2",0
"12233","skr-10","1k-MDL-1",1
"12234","skr-10","1k-MEP-1",1
"12235","skr-10","1k-NHR-10",0
"12236","skr-10","1k-NHR-102",1
"12237","skr-10","1k-NHR-11",0
"12238","skr-10","1k-NHR-116",0
"12239","skr-10","1k-NHR-237",0
"12240","skr-10","1k-NHR-25",0
"12241","skr-10","1k-NHR-28",0
"12242","skr-10","1k-NHR-48",1
"12243","skr-10","1k-NHR-6",0
"12244","skr-10","1k-NHR-76",0
"12245","skr-10","1k-NHR-77",0
"12246","skr-10","1k-PHA-4",0
"12247","skr-10","1k-PQM-1",0
"12248","skr-10","1k-R02D3.7",0
"12249","skr-10","1k-R06F6.6",0
"12250","skr-10","1k-RBR-2",1
"12251","skr-10","1k-SKN-1",0
"12252","skr-10","1k-SNPC-4",0
"12253","skr-10","1k-SPR-1",1
"12254","skr-10","1k-UNC-130",0
"12255","skr-10","1k-UNC-39",0
"12256","skr-10","1k-UNC-62",0
"12257","skr-10","1k-ZAG-1",0
"12258","skr-10","1k-ZFP-2",1
"12259","skr-10","1k-ZIP-2",0
"12260","skr-10","1k-ZK546.5",0
"12261","skr-10","1k-ZTF-11",0
"12262","skr-10","1k-ZTF-7",0
"12263","skr-10","400-43252",0
"12264","skr-10","400-AHA-1",0
"12265","skr-10","400-C05D10.1",0
"12266","skr-10","400-CEH-32",0
"12267","skr-10","400-CEH-38",0
"12268","skr-10","400-CES-1",0
"12269","skr-10","400-CEY-2",0
"12270","skr-10","400-DAF-16",4
"12271","skr-10","400-DPL-1",0
"12272","skr-10","400-DUXL-1",0
"12273","skr-10","400-DVE-1",1
"12274","skr-10","400-EGL-27",0
"12275","skr-10","400-F10B5.3",0
"12276","skr-10","400-F37D6.2",0
"12277","skr-10","400-F45C12.2",0
"12278","skr-10","400-F49E8.2",1
"12279","skr-10","400-FKH-10",0
"12280","skr-10","400-FOS-1",0
"12281","skr-10","400-HLH-30",1
"12282","skr-10","400-LIN-13",0
"12283","skr-10","400-LIN-15B",0
"12284","skr-10","400-LIN-39",0
"12285","skr-10","400-LIR-3",1
"12286","skr-10","400-LSY-2",0
"12287","skr-10","400-MDL-1",1
"12288","skr-10","400-MEP-1",1
"12289","skr-10","400-NHR-10",0
"12290","skr-10","400-NHR-102",1
"12291","skr-10","400-NHR-11",0
"12292","skr-10","400-NHR-116",0
"12293","skr-10","400-NHR-237",0
"12294","skr-10","400-NHR-25",0
"12295","skr-10","400-NHR-28",0
"12296","skr-10","400-NHR-48",1
"12297","skr-10","400-NHR-6",0
"12298","skr-10","400-NHR-76",0
"12299","skr-10","400-NHR-77",0
"12300","skr-10","400-PHA-4",0
"12301","skr-10","400-PQM-1",0
"12302","skr-10","400-R02D3.7",0
"12303","skr-10","400-R06F6.6",0
"12304","skr-10","400-RBR-2",1
"12305","skr-10","400-SKN-1",0
"12306","skr-10","400-SNPC-4",0
"12307","skr-10","400-SPR-1",1
"12308","skr-10","400-UNC-130",0
"12309","skr-10","400-UNC-39",0
"12310","skr-10","400-UNC-62",0
"12311","skr-10","400-ZAG-1",0
"12312","skr-10","400-ZFP-2",1
"12313","skr-10","400-ZIP-2",0
"12314","skr-10","400-ZK546.5",0
"12315","skr-10","400-ZTF-11",0
"12316","skr-10","400-ZTF-7",0
"12317","skr-10","Total Instances of TFs binding within 1000",15
"12318","skr-10","Total Instances of TFs binding within 400bp",15
"12319","skr-10","Total number of TFs binding within 1000 bp of peak",12
"12320","skr-10","Total number of TFs bound",12
"12321","sodh-1","1k-43252",0
"12322","sodh-1","1k-AHA-1",0
"12323","sodh-1","1k-C05D10.1",0
"12324","sodh-1","1k-CEH-32",0
"12325","sodh-1","1k-CEH-38",0
"12326","sodh-1","1k-CES-1",0
"12327","sodh-1","1k-CEY-2",1
"12328","sodh-1","1k-DAF-16",2
"12329","sodh-1","1k-DPL-1",1
"12330","sodh-1","1k-DUXL-1",0
"12331","sodh-1","1k-DVE-1",1
"12332","sodh-1","1k-EGL-27",1
"12333","sodh-1","1k-F10B5.3",0
"12334","sodh-1","1k-F37D6.2",0
"12335","sodh-1","1k-F45C12.2",0
"12336","sodh-1","1k-F49E8.2",0
"12337","sodh-1","1k-FKH-10",0
"12338","sodh-1","1k-FOS-1",0
"12339","sodh-1","1k-HLH-30",1
"12340","sodh-1","1k-LIN-13",0
"12341","sodh-1","1k-LIN-15B",0
"12342","sodh-1","1k-LIN-39",0
"12343","sodh-1","1k-LIR-3",0
"12344","sodh-1","1k-LSY-2",1
"12345","sodh-1","1k-MDL-1",2
"12346","sodh-1","1k-MEP-1",1
"12347","sodh-1","1k-NHR-10",1
"12348","sodh-1","1k-NHR-102",1
"12349","sodh-1","1k-NHR-11",1
"12350","sodh-1","1k-NHR-116",0
"12351","sodh-1","1k-NHR-237",0
"12352","sodh-1","1k-NHR-25",0
"12353","sodh-1","1k-NHR-28",1
"12354","sodh-1","1k-NHR-48",1
"12355","sodh-1","1k-NHR-6",0
"12356","sodh-1","1k-NHR-76",0
"12357","sodh-1","1k-NHR-77",1
"12358","sodh-1","1k-PHA-4",0
"12359","sodh-1","1k-PQM-1",0
"12360","sodh-1","1k-R02D3.7",0
"12361","sodh-1","1k-R06F6.6",0
"12362","sodh-1","1k-RBR-2",0
"12363","sodh-1","1k-SKN-1",0
"12364","sodh-1","1k-SNPC-4",0
"12365","sodh-1","1k-SPR-1",0
"12366","sodh-1","1k-UNC-130",0
"12367","sodh-1","1k-UNC-39",0
"12368","sodh-1","1k-UNC-62",1
"12369","sodh-1","1k-ZAG-1",0
"12370","sodh-1","1k-ZFP-2",0
"12371","sodh-1","1k-ZIP-2",0
"12372","sodh-1","1k-ZK546.5",0
"12373","sodh-1","1k-ZTF-11",0
"12374","sodh-1","1k-ZTF-7",0
"12375","sodh-1","400-43252",0
"12376","sodh-1","400-AHA-1",0
"12377","sodh-1","400-C05D10.1",0
"12378","sodh-1","400-CEH-32",0
"12379","sodh-1","400-CEH-38",0
"12380","sodh-1","400-CES-1",0
"12381","sodh-1","400-CEY-2",1
"12382","sodh-1","400-DAF-16",2
"12383","sodh-1","400-DPL-1",1
"12384","sodh-1","400-DUXL-1",0
"12385","sodh-1","400-DVE-1",1
"12386","sodh-1","400-EGL-27",1
"12387","sodh-1","400-F10B5.3",0
"12388","sodh-1","400-F37D6.2",0
"12389","sodh-1","400-F45C12.2",0
"12390","sodh-1","400-F49E8.2",0
"12391","sodh-1","400-FKH-10",0
"12392","sodh-1","400-FOS-1",0
"12393","sodh-1","400-HLH-30",1
"12394","sodh-1","400-LIN-13",0
"12395","sodh-1","400-LIN-15B",0
"12396","sodh-1","400-LIN-39",0
"12397","sodh-1","400-LIR-3",0
"12398","sodh-1","400-LSY-2",1
"12399","sodh-1","400-MDL-1",2
"12400","sodh-1","400-MEP-1",1
"12401","sodh-1","400-NHR-10",1
"12402","sodh-1","400-NHR-102",1
"12403","sodh-1","400-NHR-11",1
"12404","sodh-1","400-NHR-116",0
"12405","sodh-1","400-NHR-237",0
"12406","sodh-1","400-NHR-25",0
"12407","sodh-1","400-NHR-28",1
"12408","sodh-1","400-NHR-48",1
"12409","sodh-1","400-NHR-6",0
"12410","sodh-1","400-NHR-76",0
"12411","sodh-1","400-NHR-77",1
"12412","sodh-1","400-PHA-4",0
"12413","sodh-1","400-PQM-1",0
"12414","sodh-1","400-R02D3.7",0
"12415","sodh-1","400-R06F6.6",0
"12416","sodh-1","400-RBR-2",0
"12417","sodh-1","400-SKN-1",0
"12418","sodh-1","400-SNPC-4",0
"12419","sodh-1","400-SPR-1",0
"12420","sodh-1","400-UNC-130",0
"12421","sodh-1","400-UNC-39",0
"12422","sodh-1","400-UNC-62",1
"12423","sodh-1","400-ZAG-1",0
"12424","sodh-1","400-ZFP-2",0
"12425","sodh-1","400-ZIP-2",0
"12426","sodh-1","400-ZK546.5",0
"12427","sodh-1","400-ZTF-11",0
"12428","sodh-1","400-ZTF-7",0
"12429","sodh-1","Total Instances of TFs binding within 1000",18
"12430","sodh-1","Total Instances of TFs binding within 400bp",18
"12431","sodh-1","Total number of TFs binding within 1000 bp of peak",16
"12432","sodh-1","Total number of TFs bound",16
"12433","spp-9","1k-43252",0
"12434","spp-9","1k-AHA-1",0
"12435","spp-9","1k-C05D10.1",0
"12436","spp-9","1k-CEH-32",1
"12437","spp-9","1k-CEH-38",0
"12438","spp-9","1k-CES-1",0
"12439","spp-9","1k-CEY-2",0
"12440","spp-9","1k-DAF-16",1
"12441","spp-9","1k-DPL-1",0
"12442","spp-9","1k-DUXL-1",0
"12443","spp-9","1k-DVE-1",0
"12444","spp-9","1k-EGL-27",0
"12445","spp-9","1k-F10B5.3",0
"12446","spp-9","1k-F37D6.2",1
"12447","spp-9","1k-F45C12.2",0
"12448","spp-9","1k-F49E8.2",0
"12449","spp-9","1k-FKH-10",1
"12450","spp-9","1k-FOS-1",0
"12451","spp-9","1k-HLH-30",1
"12452","spp-9","1k-LIN-13",0
"12453","spp-9","1k-LIN-15B",0
"12454","spp-9","1k-LIN-39",0
"12455","spp-9","1k-LIR-3",0
"12456","spp-9","1k-LSY-2",2
"12457","spp-9","1k-MDL-1",0
"12458","spp-9","1k-MEP-1",0
"12459","spp-9","1k-NHR-10",0
"12460","spp-9","1k-NHR-102",0
"12461","spp-9","1k-NHR-11",0
"12462","spp-9","1k-NHR-116",0
"12463","spp-9","1k-NHR-237",0
"12464","spp-9","1k-NHR-25",0
"12465","spp-9","1k-NHR-28",0
"12466","spp-9","1k-NHR-48",0
"12467","spp-9","1k-NHR-6",0
"12468","spp-9","1k-NHR-76",0
"12469","spp-9","1k-NHR-77",0
"12470","spp-9","1k-PHA-4",0
"12471","spp-9","1k-PQM-1",0
"12472","spp-9","1k-R02D3.7",0
"12473","spp-9","1k-R06F6.6",0
"12474","spp-9","1k-RBR-2",1
"12475","spp-9","1k-SKN-1",1
"12476","spp-9","1k-SNPC-4",0
"12477","spp-9","1k-SPR-1",1
"12478","spp-9","1k-UNC-130",0
"12479","spp-9","1k-UNC-39",0
"12480","spp-9","1k-UNC-62",0
"12481","spp-9","1k-ZAG-1",0
"12482","spp-9","1k-ZFP-2",0
"12483","spp-9","1k-ZIP-2",0
"12484","spp-9","1k-ZK546.5",0
"12485","spp-9","1k-ZTF-11",0
"12486","spp-9","1k-ZTF-7",0
"12487","spp-9","400-43252",0
"12488","spp-9","400-AHA-1",0
"12489","spp-9","400-C05D10.1",0
"12490","spp-9","400-CEH-32",1
"12491","spp-9","400-CEH-38",0
"12492","spp-9","400-CES-1",0
"12493","spp-9","400-CEY-2",0
"12494","spp-9","400-DAF-16",1
"12495","spp-9","400-DPL-1",0
"12496","spp-9","400-DUXL-1",0
"12497","spp-9","400-DVE-1",0
"12498","spp-9","400-EGL-27",0
"12499","spp-9","400-F10B5.3",0
"12500","spp-9","400-F37D6.2",1
"12501","spp-9","400-F45C12.2",0
"12502","spp-9","400-F49E8.2",0
"12503","spp-9","400-FKH-10",1
"12504","spp-9","400-FOS-1",0
"12505","spp-9","400-HLH-30",1
"12506","spp-9","400-LIN-13",0
"12507","spp-9","400-LIN-15B",0
"12508","spp-9","400-LIN-39",0
"12509","spp-9","400-LIR-3",0
"12510","spp-9","400-LSY-2",2
"12511","spp-9","400-MDL-1",0
"12512","spp-9","400-MEP-1",0
"12513","spp-9","400-NHR-10",0
"12514","spp-9","400-NHR-102",0
"12515","spp-9","400-NHR-11",0
"12516","spp-9","400-NHR-116",0
"12517","spp-9","400-NHR-237",0
"12518","spp-9","400-NHR-25",0
"12519","spp-9","400-NHR-28",0
"12520","spp-9","400-NHR-48",0
"12521","spp-9","400-NHR-6",0
"12522","spp-9","400-NHR-76",0
"12523","spp-9","400-NHR-77",0
"12524","spp-9","400-PHA-4",0
"12525","spp-9","400-PQM-1",0
"12526","spp-9","400-R02D3.7",0
"12527","spp-9","400-R06F6.6",0
"12528","spp-9","400-RBR-2",1
"12529","spp-9","400-SKN-1",1
"12530","spp-9","400-SNPC-4",0
"12531","spp-9","400-SPR-1",1
"12532","spp-9","400-UNC-130",0
"12533","spp-9","400-UNC-39",0
"12534","spp-9","400-UNC-62",0
"12535","spp-9","400-ZAG-1",0
"12536","spp-9","400-ZFP-2",0
"12537","spp-9","400-ZIP-2",0
"12538","spp-9","400-ZK546.5",0
"12539","spp-9","400-ZTF-11",0
"12540","spp-9","400-ZTF-7",0
"12541","spp-9","Total Instances of TFs binding within 1000",15
"12542","spp-9","Total Instances of TFs binding within 400bp",10
"12543","spp-9","Total number of TFs binding within 1000 bp of peak",9
"12544","spp-9","Total number of TFs bound",9
"12545","sqrd-1","1k-43252",0
"12546","sqrd-1","1k-AHA-1",2
"12547","sqrd-1","1k-C05D10.1",0
"12548","sqrd-1","1k-CEH-32",0
"12549","sqrd-1","1k-CEH-38",0
"12550","sqrd-1","1k-CES-1",0
"12551","sqrd-1","1k-CEY-2",0
"12552","sqrd-1","1k-DAF-16",7
"12553","sqrd-1","1k-DPL-1",1
"12554","sqrd-1","1k-DUXL-1",0
"12555","sqrd-1","1k-DVE-1",2
"12556","sqrd-1","1k-EGL-27",0
"12557","sqrd-1","1k-F10B5.3",0
"12558","sqrd-1","1k-F37D6.2",0
"12559","sqrd-1","1k-F45C12.2",0
"12560","sqrd-1","1k-F49E8.2",1
"12561","sqrd-1","1k-FKH-10",0
"12562","sqrd-1","1k-FOS-1",0
"12563","sqrd-1","1k-HLH-30",0
"12564","sqrd-1","1k-LIN-13",1
"12565","sqrd-1","1k-LIN-15B",0
"12566","sqrd-1","1k-LIN-39",0
"12567","sqrd-1","1k-LIR-3",1
"12568","sqrd-1","1k-LSY-2",2
"12569","sqrd-1","1k-MDL-1",3
"12570","sqrd-1","1k-MEP-1",2
"12571","sqrd-1","1k-NHR-10",0
"12572","sqrd-1","1k-NHR-102",1
"12573","sqrd-1","1k-NHR-11",0
"12574","sqrd-1","1k-NHR-116",0
"12575","sqrd-1","1k-NHR-237",0
"12576","sqrd-1","1k-NHR-25",0
"12577","sqrd-1","1k-NHR-28",3
"12578","sqrd-1","1k-NHR-48",1
"12579","sqrd-1","1k-NHR-6",0
"12580","sqrd-1","1k-NHR-76",0
"12581","sqrd-1","1k-NHR-77",0
"12582","sqrd-1","1k-PHA-4",0
"12583","sqrd-1","1k-PQM-1",0
"12584","sqrd-1","1k-R02D3.7",0
"12585","sqrd-1","1k-R06F6.6",0
"12586","sqrd-1","1k-RBR-2",1
"12587","sqrd-1","1k-SKN-1",0
"12588","sqrd-1","1k-SNPC-4",1
"12589","sqrd-1","1k-SPR-1",1
"12590","sqrd-1","1k-UNC-130",1
"12591","sqrd-1","1k-UNC-39",0
"12592","sqrd-1","1k-UNC-62",0
"12593","sqrd-1","1k-ZAG-1",0
"12594","sqrd-1","1k-ZFP-2",0
"12595","sqrd-1","1k-ZIP-2",1
"12596","sqrd-1","1k-ZK546.5",0
"12597","sqrd-1","1k-ZTF-11",0
"12598","sqrd-1","1k-ZTF-7",1
"12599","sqrd-1","400-43252",0
"12600","sqrd-1","400-AHA-1",2
"12601","sqrd-1","400-C05D10.1",0
"12602","sqrd-1","400-CEH-32",0
"12603","sqrd-1","400-CEH-38",0
"12604","sqrd-1","400-CES-1",0
"12605","sqrd-1","400-CEY-2",0
"12606","sqrd-1","400-DAF-16",7
"12607","sqrd-1","400-DPL-1",1
"12608","sqrd-1","400-DUXL-1",0
"12609","sqrd-1","400-DVE-1",2
"12610","sqrd-1","400-EGL-27",0
"12611","sqrd-1","400-F10B5.3",0
"12612","sqrd-1","400-F37D6.2",0
"12613","sqrd-1","400-F45C12.2",0
"12614","sqrd-1","400-F49E8.2",1
"12615","sqrd-1","400-FKH-10",0
"12616","sqrd-1","400-FOS-1",0
"12617","sqrd-1","400-HLH-30",0
"12618","sqrd-1","400-LIN-13",1
"12619","sqrd-1","400-LIN-15B",0
"12620","sqrd-1","400-LIN-39",0
"12621","sqrd-1","400-LIR-3",1
"12622","sqrd-1","400-LSY-2",2
"12623","sqrd-1","400-MDL-1",3
"12624","sqrd-1","400-MEP-1",2
"12625","sqrd-1","400-NHR-10",0
"12626","sqrd-1","400-NHR-102",1
"12627","sqrd-1","400-NHR-11",0
"12628","sqrd-1","400-NHR-116",0
"12629","sqrd-1","400-NHR-237",0
"12630","sqrd-1","400-NHR-25",0
"12631","sqrd-1","400-NHR-28",3
"12632","sqrd-1","400-NHR-48",1
"12633","sqrd-1","400-NHR-6",0
"12634","sqrd-1","400-NHR-76",0
"12635","sqrd-1","400-NHR-77",0
"12636","sqrd-1","400-PHA-4",0
"12637","sqrd-1","400-PQM-1",0
"12638","sqrd-1","400-R02D3.7",0
"12639","sqrd-1","400-R06F6.6",0
"12640","sqrd-1","400-RBR-2",1
"12641","sqrd-1","400-SKN-1",0
"12642","sqrd-1","400-SNPC-4",1
"12643","sqrd-1","400-SPR-1",1
"12644","sqrd-1","400-UNC-130",1
"12645","sqrd-1","400-UNC-39",0
"12646","sqrd-1","400-UNC-62",0
"12647","sqrd-1","400-ZAG-1",0
"12648","sqrd-1","400-ZFP-2",0
"12649","sqrd-1","400-ZIP-2",1
"12650","sqrd-1","400-ZK546.5",0
"12651","sqrd-1","400-ZTF-11",0
"12652","sqrd-1","400-ZTF-7",1
"12653","sqrd-1","Total Instances of TFs binding within 1000",33
"12654","sqrd-1","Total Instances of TFs binding within 400bp",33
"12655","sqrd-1","Total number of TFs binding within 1000 bp of peak",29
"12656","sqrd-1","Total number of TFs bound",29
"12657","srh-17","1k-43252",0
"12658","srh-17","1k-AHA-1",0
"12659","srh-17","1k-C05D10.1",0
"12660","srh-17","1k-CEH-32",0
"12661","srh-17","1k-CEH-38",0
"12662","srh-17","1k-CES-1",0
"12663","srh-17","1k-CEY-2",1
"12664","srh-17","1k-DAF-16",0
"12665","srh-17","1k-DPL-1",0
"12666","srh-17","1k-DUXL-1",0
"12667","srh-17","1k-DVE-1",0
"12668","srh-17","1k-EGL-27",0
"12669","srh-17","1k-F10B5.3",0
"12670","srh-17","1k-F37D6.2",0
"12671","srh-17","1k-F45C12.2",0
"12672","srh-17","1k-F49E8.2",0
"12673","srh-17","1k-FKH-10",0
"12674","srh-17","1k-FOS-1",0
"12675","srh-17","1k-HLH-30",1
"12676","srh-17","1k-LIN-13",0
"12677","srh-17","1k-LIN-15B",0
"12678","srh-17","1k-LIN-39",0
"12679","srh-17","1k-LIR-3",0
"12680","srh-17","1k-LSY-2",0
"12681","srh-17","1k-MDL-1",2
"12682","srh-17","1k-MEP-1",0
"12683","srh-17","1k-NHR-10",0
"12684","srh-17","1k-NHR-102",0
"12685","srh-17","1k-NHR-11",1
"12686","srh-17","1k-NHR-116",0
"12687","srh-17","1k-NHR-237",0
"12688","srh-17","1k-NHR-25",0
"12689","srh-17","1k-NHR-28",1
"12690","srh-17","1k-NHR-48",1
"12691","srh-17","1k-NHR-6",1
"12692","srh-17","1k-NHR-76",0
"12693","srh-17","1k-NHR-77",0
"12694","srh-17","1k-PHA-4",0
"12695","srh-17","1k-PQM-1",0
"12696","srh-17","1k-R02D3.7",0
"12697","srh-17","1k-R06F6.6",0
"12698","srh-17","1k-RBR-2",0
"12699","srh-17","1k-SKN-1",0
"12700","srh-17","1k-SNPC-4",0
"12701","srh-17","1k-SPR-1",0
"12702","srh-17","1k-UNC-130",0
"12703","srh-17","1k-UNC-39",0
"12704","srh-17","1k-UNC-62",1
"12705","srh-17","1k-ZAG-1",0
"12706","srh-17","1k-ZFP-2",0
"12707","srh-17","1k-ZIP-2",0
"12708","srh-17","1k-ZK546.5",0
"12709","srh-17","1k-ZTF-11",0
"12710","srh-17","1k-ZTF-7",0
"12711","srh-17","400-43252",0
"12712","srh-17","400-AHA-1",0
"12713","srh-17","400-C05D10.1",0
"12714","srh-17","400-CEH-32",0
"12715","srh-17","400-CEH-38",0
"12716","srh-17","400-CES-1",0
"12717","srh-17","400-CEY-2",1
"12718","srh-17","400-DAF-16",0
"12719","srh-17","400-DPL-1",0
"12720","srh-17","400-DUXL-1",0
"12721","srh-17","400-DVE-1",0
"12722","srh-17","400-EGL-27",0
"12723","srh-17","400-F10B5.3",0
"12724","srh-17","400-F37D6.2",0
"12725","srh-17","400-F45C12.2",0
"12726","srh-17","400-F49E8.2",0
"12727","srh-17","400-FKH-10",0
"12728","srh-17","400-FOS-1",0
"12729","srh-17","400-HLH-30",1
