"","logFC","logCPM","LR","PValue","FDR"
"WBGene00010382",6.51906017001339,0.143011634942293,312.137496756594,7.47464355016563e-70,4.75856667873916e-67
"WBGene00018062",-6.51868613863207,0.711073173182475,245.964837924771,1.9686546688904e-55,8.42061274388666e-53
"WBGene00003647",6.48525207534558,6.96876833244943,646.893044589615,1.05880313327326e-142,2.22959505948888e-139
"WBGene00005912",6.44113553955211,-1.43589509643655,100.453830694178,1.21189212547008e-23,1.5079794061247e-21
"WBGene00004994",6.41009131071475,3.11046301289365,89.1508876741712,3.65818852158073e-21,4.08746574605193e-19
"WBGene00016828",6.35391251026444,-0.572300983904333,331.582769863736,4.34570688657955e-74,2.90155429317354e-71
"WBGene00012597",-6.32834903557789,-0.446987256054794,133.93636107824,5.6415105568874e-31,1.00283345126489e-28
"WBGene00020618",-6.16927569463729,0.126774496949483,212.01815782738,4.98391647486441e-48,1.62422277975492e-45
"WBGene00012324",6.16482828189456,8.31653067987464,372.88647039996,4.40277546135469e-83,3.65230237135105e-80
"WBGene00017020",-6.10669878233941,2.15745293327461,76.0363153484122,2.78495641437648e-18,2.55832824978376e-16
"WBGene00017524",-6.09861547021344,-0.977241339899924,81.9967985748835,1.36307291165894e-19,1.38714204299864e-17
"WBGene00015877",-6.0748435047951,-0.761504393556053,105.73614305425,8.4236850079399e-25,1.10864604371324e-22
"WBGene00023391",6.03868643427582,-1.49648570701807,112.21935355483,3.19886398344345e-26,4.5847592432861e-24
"WBGene00010127",5.9964460509345,-0.599535150941133,217.075847667359,3.92857263006183e-49,1.36132500946763e-46
"WBGene00015886",-5.96439965244525,-0.275085661801668,125.108748942465,4.81805784931079e-29,7.85085319195731e-27
"WBGene00001436",5.91293655838941,-2.93806530805116,28.0749932645847,1.16704133337916e-07,3.79427036832001e-06
"WBGene00017501",-5.91131839803966,4.17264527505181,45.823396482115,1.294086818469e-11,7.14226343862681e-10
"WBGene00169514",5.87822044108446,-3.12262261071326,48.8829539343636,2.71701838859099e-12,1.61692126929736e-10
"WBGene00020236",5.84442783293565,1.36759447706069,237.59201885847,1.31753971762626e-53,5.38323130895804e-51
"WBGene00022263",-5.76440694592377,-2.41533804361823,43.9912195069836,3.29852249192363e-11,1.74994289179088e-09
"WBGene00020622",-5.72451853101441,-2.49532930970729,32.8512508682733,9.94870366559147e-09,3.87956927130436e-07
"WBGene00000133",-5.67899558134817,1.92261048271283,42.1156268701778,8.60329411942022e-11,4.40215283213325e-09
"WBGene00005814",5.65717087334592,-1.42509929708825,146.213303166295,1.16603105216863e-33,2.28000714665116e-31
"WBGene00012604",5.62320362160444,4.2796501451639,334.93825212461,8.07705884334184e-75,5.66947399580725e-72
"WBGene00013058",-5.59918050427432,0.0518278452988622,62.7825666705457,2.30833014715151e-15,1.80030022160321e-13
"WBGene00003473",5.59430822114158,4.8172865037256,364.225262994727,3.38500863850744e-81,2.72542974938651e-78
